name,alternate_names,actor,species,gender,house,dateOfBirth,yearOfBirth,wizard,ancestry,eyeColour,hairColour,wand_wood,wand_core,wand_length,patronus,hogwartsStudent,hogwartsStaff,actor,alive
Piers Polkiss,[],Jason Boyd,human,male,,,,False,muggle,,,,,,,False,False,Jason Boyd,True
Dennis,[],Christopher Rithin,human,male,,,,False,muggle,,,,,,,False,False,Christopher Rithin,True
Malcolm,[],Richard Macklin,human,male,,,,False,muggle,,,,,,,False,False,Richard Macklin,True
Gordon,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Miranda Gaushawk,[],,human,female,,,,True,,,,,,,,False,False,,False
Bathilda Bagshot,[],,human,female,,,,True,,,,,,,,False,False,,False
Adalbert Waffling,[],,human,male,,,,True,,,,,,,,False,False,,False
Emeric Switch,[],,human,male,,,,True,,,,,,,,False,False,,False
Phyllida Spore,['Dame Phyllida Spore'],,human,female,,,,True,,,,,,,,False,False,,False
Arsenius Jigger,[],,human,male,,,,True,,,,,,,,False,False,,False
Newt Scamander,['Newton Artemis Fido Scamander'],Eddie Redmayne,human,male,Hufflepuff,24-02-1897,1897.0,True,,hazel,brown,,,,,False,False,Eddie Redmayne,True
Quentin Trimble,[],,human,male,,,,True,,,,,,,,False,False,,False
Tom,[],Derek Deadman,human,male,,,,True,,,,,,,,False,False,Derek Deadman,True
Doris Crockford,[],Nina Young,human,female,,,,True,,,,,,,,False,False,Nina Young,True
Quirinus Quirrel,['Professor Quirrel'],Ian Hart,human,male,,,,True,,,,alder,unicorn hair,9.0,,False,True,Ian Hart,False
Griphook,[],Verne Troyer,goblin,male,,,,False,,,,,,,,False,False,Verne Troyer,False
Madam Malkin,[],,human,female,,,,True,,,,,,,,False,False,,True
Vindictus Viridian,[],,human,male,,,,True,,,,,,,,False,False,,False
Garrick Ollivander,[],John Hurt,human,male,,,,True,,"pale, silvery",,hornbeam,dragon heartstring,12.75,,False,False,John Hurt,True
Hedwig,[],Gizmo,owl,female,,,,False,,amber,white,,,,,False,False,Gizmo,False
Trevor,[],,toad,male,,,,False,,black,,,,,,False,False,,True
Hermes,[],,owl,male,,,,False,,,grey,,,,,False,False,,True
Errol,[],,owl,male,,,,False,,,grey,,,,,False,False,,True
Pigwidgeon,"['Pig', 'Piggy']",,owl,male,,,,False,,,grey,,,,,False,False,,True
Molly Weasley,"['Molly Prewett', 'Mollywabbles']",Julie Walters,human,female,Gryffindor,,,True,pure-blood,,red,,,,,False,False,Julie Walters,True
Percy Weasley,"['Perce', 'Percy Ignatius Weasley', 'Weatherby']",Chris Rankin,human,male,Gryffindor,,,True,pure-blood,,red,,,,,True,False,Chris Rankin,True
Fred Weasley,[],James Phelps,human,male,Gryffindor,,,True,pure-blood,,red,,,,,True,False,James Phelps,False
George Weasley,[],Oliver Phelps,human,male,Gryffindor,,,True,pure-blood,,red,,,,,True,False,Oliver Phelps,True
Lee Jordan,[],Luke Youngblood,human,male,Gryffindor,,,True,,,,,,,,True,False,Luke Youngblood,True
Bill Weasley,['William Arthur Weasley'],Richard Fish,human,male,Gryffindor,,,True,pure-blood,,red,,,,,False,False,Richard Fish,True
Charlie Weasley,['Charles Weasley'],Alex Crockford,human,male,Gryffindor,,,True,pure-blood,,red,,,,,False,False,Alex Crockford,True
Fat Friar,[],Simon Fisher-Becker,ghost,male,Hufflepuff,,,True,,,,,,,,False,False,Simon Fisher-Becker,False
Peeves,[],,poltergeist,male,,,,True,,,,,,,,False,False,,False
Hannah Abbott,[],Charlotte Skeoch,human,female,Hufflepuff,,,True,half-blood,,blonde,,,,,True,False,Charlotte Skeoch,True
Susan Bones,[],Eleanor Columbus,human,female,Hufflepuff,,,True,,,,,,,,True,False,Eleanor Columbus,True
Terry Boot,[],Kevin Lee Yi,human,male,Ravenclaw,,,True,,,,,,,,True,False,Kevin Lee Yi,True
Mandy Brocklehurst,[],Christina Petrou,human,female,Ravenclaw,,,True,,,,,,,,True,False,Christina Petrou,True
Lavender Brown,[],Kathleen Cauley,human,female,Gryffindor,,,True,,,,,,,,True,False,Kathleen Cauley,True
Millicent Bulstrode,[],Helen Stuart,human,female,Slytherin,,,True,,,,,,,,True,False,Helen Stuart,True
Justin Finch-Fletchley,[],Edward Randell,human,male,Hufflepuff,,,True,muggleborn,,,,,,,True,False,Edward Randell,True
Seamus Finnigan,"[""O'Flaherty"", 'Seamus Finnegan']",Devon Murray,human,male,Gryffindor,,,True,half-blood,,sandy,,,,,True,False,Devon Murray,True
Mrs Finnigan,[],,human,female,,,,True,,,sandy,,,,,False,False,,True
Mr Finnigan,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Morag MacDougal,[],,human,female,,,,True,,,,,,,,True,False,,True
Lily Moon,[],,human,female,,,,True,,,,,,,,True,False,,True
Theodore Nott,[],,human,male,Slytherin,,,True,pure-blood,,,,,,,True,False,,True
Mr Nott,[],Philip Rham,human,male,,,,True,pure-blood,,,,,,,True,False,Philip Rham,True
Pansy Parkinson,[],Genevieve Gaunt,human,female,Slytherin,,,True,,,,,,,,True,False,Genevieve Gaunt,True
Parvati Patil,[],Sitara Shah,human,female,Gryffindor,,,True,,,,,,,,True,False,Sitara Shah,True
Padma Patil,[],Sharon Sandhu,human,female,Ravenclaw,,,True,,,,,,,,True,False,Sharon Sandhu,True
Sally-Anne Perks,[],,human,female,,,,True,,,,,,,,True,False,,True
Lisa Turpin,[],,human,female,Ravenclaw,,,True,,,,,,,,True,False,,True
Blaise Zabini,[],Louis Cordice,human,male,Slytherin,,,True,,,,,,,,True,False,Louis Cordice,True
Nearly Headless Nick,"['Sir Nicholas de Mimsy-Porpington', 'Sir Nicholas', 'Nick']",John Cleese,ghost,male,Gryffindor,,,True,,,,,,,,False,False,John Cleese,False
Bloody Baron,[],Terence Bayler,ghost,male,Slytherin,,,True,,,,,,,,False,False,Terence Bayler,False
The Wailing Widow,[],,ghost,female,,,,True,,,,,,,,False,False,,False
Fat Lady,[],Elizabeth Spriggs,human,female,,,,True,,,,,,,,False,False,Elizabeth Spriggs,False
Pomona Sprout,['Professor Sprout'],Miriam Margolyes,human,female,Hufflepuff,,,True,,,,,,,,False,True,Miriam Margolyes,True
Cuthbert Binns,['Professor Binns'],,ghost,male,,,,True,,,,,,,,False,True,,False
Emeric the Evil,[],,human,male,,,,True,,,,,,,,False,False,,False
Uric the Oddball,[],,human,male,,,,True,,,,,,,,False,False,,False
Filius Flitwick,['Professor Flitwick'],Warwick Davis,human,male,Ravenclaw,,,True,,,,,,,,False,True,Warwick Davis,True
Madam Hooch,['Rolanda Hooch'],Zoë Wanamaker,human,female,,,,True,,yellow,grey,,,,,False,True,Zoë Wanamaker,True
Oliver Wood,[],Sean Biggerstaff,human,male,,,,True,,,,,,,,True,False,Sean Biggerstaff,True
Gregory the Smarmy,[],,human,male,,,,True,,,,,,,,False,False,,False
Wizard Baruffio,[],,human,male,,,,True,,,,,,,,False,False,,False
Angelina Johnson,[],Danielle Tabor,human,female,Gryffindor,,,True,,,,,,,,True,False,Danielle Tabor,True
Marcus Flint,[],Jamie Yeates,human,male,Slytherin,,,True,,,,,,,,True,False,Jamie Yeates,True
Alicia Spinet,[],Leilah Sutherland,human,female,Gryffindor,,,True,,,,,,,,True,False,Leilah Sutherland,True
Katie Bell,[],Emily Dale,human,female,Gryffindor,,,True,,,,,,,,True,False,Emily Dale,True
Adrian Pucey,[],Scot Fearn,human,male,Slytherin,,,True,,,,,,,,True,False,Scot Fearn,True
Miles Bletchley,[],David Churchyard,human,male,Slytherin,,,True,,,,,,,,True,False,David Churchyard,True
Terence Higgs,[],Will Theakston,human,male,Slytherin,,,True,,,,,,,,True,False,Will Theakston,True
Fang,[],Hugo,dog,male,,,,False,,,black,,,,,False,False,Hugo,True
Fluffy,[],,three-headed dog,male,,,,False,,,,,,,,False,False,,True
Nicolas Flamel,[],Brontis Jodorowsky,human,male,,,,True,,,,,,,,False,False,Brontis Jodorowsky,False
Gellert Grindelwald,[],Jamie Campbell Bower,human,male,,,,True,,blue,blond,,,,,False,False,Jamie Campbell Bower,False
Norberta,['Norbert'],,dragon,female,,,,False,,orange,,,,,,False,False,,True
Ronan,[],,centaur,male,,,,False,,,red,,,,,False,False,,True
Bane,[],Jason Piper,centaur,male,,,,False,,,,,,,,False,False,Jason Piper,True
Firenze,['Professor Firenze'],Ray Fearon,centaur,male,,,,False,,blue,blond,,,,,False,True,Ray Fearon,True
The Giant Squid,[],,cephalopod,,,,,False,,,,,,,,False,False,,True
Murcus,['Merchieftainess Murcus'],,selkie,female,,,,False,,yellow,green,,,,,False,False,,True
Elfrick the Eager,[],,goblin,male,,,,False,,,,,,,,False,False,,False
Perenelle Flamel,[],,human,female,,,,True,,,,,,,,False,False,,False
Bertie Bott,[],,human,male,,,,True,,,,,,,,False,False,,True
Dobby,[],Toby Jones,house-elf,male,,,,False,,green,,,,,,False,False,Toby Jones,False
Kreacher,[],Timothy Bateson,house-elf,male,,,,False,,,white,,,,,False,False,Timothy Bateson,False
Mr Mason,[],Jim Norton,human,male,,,,False,muggle,,,,,,,False,False,Jim Norton,True
Mrs Mason,[],Veronica Clifford,human,female,,,,False,muggle,,,,,,,False,False,Veronica Clifford,True
Perkins,[],,human,male,,,,True,,,white,,,,,False,False,,True
Celestina Warbeck,[],,human,female,Gryffindor,,,True,half-blood,,,larch,phoenix feather,10.5,,False,False,,True
Gilderoy Lockhart,['Professor Lockhart'],Kenneth Branagh,human,male,,,,True,half-blood,blue,blond,cherry,dragon heartstring,9.0,,False,True,Kenneth Branagh,True
The Basilisk,[],,serpent,,,,,False,,yellow,,,,,,False,False,,False
Mundungus Fletcher,['Dung'],Andy Linden,human,male,,,,True,,,ginger,,,,,False,False,Andy Linden,True
Mr Borgin,[],Edward Tudor-Pole,human,male,,,,True,,,,,,,,False,False,Edward Tudor-Pole,True
Mr Granger,['Wendell Wilkins'],Tom Knight,human,male,,,,False,muggle,,,,,,,False,False,Tom Knight,True
Mrs Granger,['Monica Wilkins'],Heather Bleasdale,human,female,,,,False,muggle,,,,,,,False,False,Heather Bleasdale,True
Dr Filibuster,[],,human,male,,,,True,,,,,,,,False,False,,True
Colin Creevey,[],Hugh Mitchell,human,male,Gryffindor,,,True,muggleborn,,,,,,,True,False,Hugh Mitchell,False
Gladys Gudgeon,[],,human,female,,,,True,,,,,,,,False,False,,True
Veronica Smethley,[],,human,female,,,,True,,,,,,,,False,False,,True
Patrick Delaney-Podmore,['Sir Patrick Delaney-Podmore'],,ghost,male,,,,True,,,,,,,,False,False,,False
Z. Nettles,[],,human,female,,,,True,,,,,,,,False,False,,True
D.J. Prod,['Demetrius J. Prod'],Chris Wilson,human,male,,,,True,,,,,,,,False,False,Chris Wilson,False
Elsie Prod,[],,human,female,,,,True,,,,,,,,False,False,,True
Moaning Myrtle,['Myrtle Elizabeth Warren'],Shirley Henderson,ghost,female,Ravenclaw,,,True,muggleborn,,,,,,,False,False,Shirley Henderson,False
Godric Gryffindor,[],,human,male,,,,True,,,,,,,,False,False,,False
Rowena Ravenclaw,[],,human,female,,,,True,,,,,,,,False,False,,False
Helga Hufflepuff,[],,human,female,,,,True,,,,,,,,False,False,,False
Salazar Slytherin,[],,human,male,,,,True,,,,,,,,False,False,,False
Madame Pince,['Irma Pince'],Sally Mortemore,human,female,,,,True,,,,,,,,False,True,Sally Mortemore,True
Milicent Bullstroude,[],Helen Stuart,human,female,Slytherin,,,True,,,black,,,,,True,False,Helen Stuart,True
Ernie Macmillan,['Ernest Macmillan'],Louis Doyle,human,male,Hufflepuff,,,True,,,blond,,,,boar,True,False,Louis Doyle,True
Armando Dippet,['Professor Dippet'],Alfred Burke,human,male,,,,True,,,white,,,,,False,False,Alfred Burke,False
Penelope Clearwater,['Penny'],Gemma Padley,human,female,Ravenclaw,,,True,,,,,,,,True,False,Gemma Padley,True
Cornelius Fudge,['Minister Cornelius Oswald Fudge'],Robert Hardy,human,male,,,,True,,,grey,,,,,False,False,Robert Hardy,True
Oblansk,['Obalonsk'],,human,male,,,,True,,,,,,,,False,False,,True
Aragog,[],Julian Glover,acromantula,male,,,,False,,white,brown,,,,,False,False,Julian Glover,False
Mosag,[],,acromantula,female,,,,False,,black,brown,,,,,False,False,,True
Stanley Shunpike,['Stan'],Lee Ingleby,human,male,,,,True,,,,,,,,False,False,Lee Ingleby,True
Ernest Prang,['Ernie'],Jimmy Gardner,human,male,,,,True,,,,,,,,False,False,Jimmy Gardner,True
Madam Marsh,[],,human,female,,,,True,,,,,,,,False,False,,True
Florean Fortescue,[],,human,male,,,,True,,,,,,,,False,False,,False
Sir Cadogan,[],Paul Whitehouse,human,male,,,,True,,,,,,,,False,False,Paul Whitehouse,False
Sybill Trelawney,"['Sybill Patricia Trelawney', 'Professor Trelawney']",Emma Thompson,human,female,,,,True,,,,hazel,unicorn hair,9.5,,False,True,Emma Thompson,True
Buckbeak,"['Beaky', 'Witherwings']",,hippogriff,male,,,,False,,orange,,,,,,False,False,,True
Peter Pettigrew,"['Wormtail', 'Scabbers', 'Wormy']",Timothy Spall,human,male,Gryffindor,,,True,,,,chestnut,dragon heartstring,9.25,,False,False,Timothy Spall,False
Crookshanks,[],Crackerjack,cat,male,,,,False,,yellow,ginger,,,,,False,False,Crackerjack,True
The Trolley Witch,[],Jean Southern,human,female,,,,True,,dark,grey,,,,,False,False,Jean Southern,True
The Sorting Hat,[],Leslie Phillips,hat,,,,,True,,,,,,,,False,False,Leslie Phillips,True
Madam Rosmerta,[],Julie Christie,human,female,,,,True,,,,,,,,False,False,Julie Christie,True
Derek,[],,human,male,,,,True,,,,,,,,True,False,,True
Septima Vector,['Professor Vector'],,human,female,,,,True,,,,,,,,False,True,,True
Cassius Warrington,[],Ashley Hull,human,male,Slytherin,,,True,,,,,,,,True,False,Ashley Hull,True
Graham Montague,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Peregrine Derrick,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Lucian Bole,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Walden Macnair,[],Peter Best,human,male,Slytherin,,,True,,,black,,,,,False,False,Peter Best,True
Franc Bryce,[],Eric Sykes,human,male,,,,False,muggle,,,,,,,False,False,Eric Sykes,False
Dot,[],,human,female,,,,False,muggle,,,,,,,False,False,,False
Bertha Jorkins,[],,human,female,,,,True,,,,,,,,False,False,,False
Barty Crouch,['Bartemius Crouch Senior'],Roger Lloyd-Pack,human,male,,,,True,pure-blood,,,,,,,False,False,Roger Lloyd-Pack,False
Barty Crouch Junior,['Bartemius Crouch Junior'],David Tennant,human,male,,,,True,,,blond,,,,,False,False,David Tennant,True
Mrs Crouch,[],,human,female,,,,True,,,,,,,,False,False,,False
Ludo Bagman,['Ludovic Bagman'],,human,male,,,,True,,blue,blond,,,,,False,False,,True
Amos Diggory,[],Jeff Rawle,human,male,,,,True,,,brown,,,,,False,False,Jeff Rawle,True
Mrs Diggory,[],,human,female,,,,True,,,,,,,,False,False,,True
Mr Roberts,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Mrs Roberts,[],,human,female,,,,False,muggle,,,,,,,False,False,,True
Kevin,[],,human,male,,,,True,,,,,,,,False,False,,True
Mr Payne,[],,human,male,,,,False,muggle,,,,,,,False,False,,True
Basil,[],,human,male,,,,True,,,,,,,,False,False,,True
Archie Aymslowe,[],,human,male,,,,True,,,,,,,,False,False,,True
Cuthbert Mockridge,[],,human,male,,,,True,,,,,,,,False,False,,True
Gilbert Wimple,[],,human,male,,,,True,,,,,,,,False,False,,True
Arnold Peasegood,[],,human,male,,,,True,,,,,,,,False,False,,True
Broderick Bode,[],,human,male,,,,True,,,,,,,,False,False,,False
Saul Croaker,[],,human,male,,,,True,,,,,,,,False,False,,True
Ali Bashir,[],,human,male,,,,True,,,,,,,,False,False,,True
Victor Krum,[],Stanislav Ianevski,human,male,,,,True,,dark,dark,hornbeam,dragon heartstring,10.25,,False,False,Stanislav Ianevski,True
Winky,[],,house-elf,female,,,,False,,,,,,,,False,False,,True
Narcissa Malfoy,['Cissy'],Helen McCrory,human,female,,,,True,pure-blood,blue,blonde,,,,,False,False,Helen McCrory,True
Vasily Dimitrov,[],,human,male,,,,True,,,,,,,,False,False,,True
Clara Ivanova,[],,human,female,,,,True,,,,,,,,False,False,,True
Lev Zograf,[],,human,male,,,,True,,,,,,,,False,False,,True
Alexei Levski,[],,human,male,,,,True,,,,,,,,False,False,,True
Pyotr Vulchanov,[],,human,male,,,,True,,,,,,,,False,False,,True
Ivan Volkov,[],,human,male,,,,True,,,,,,,,False,False,,True
Connolly,[],,human,male,,,,True,,,,,,,,False,False,,True
Barry Ryan,[],,human,male,,,,True,,,,,,,,False,False,,True
Troy,[],,human,male,,,,True,,,,,,,,False,False,,True
Mullet,[],,human,female,,,,True,,,,,,,,False,False,,True
Moran,[],,human,female,,,,True,,,,,,,,False,False,,True
Quigley,[],,human,male,,,,True,,,,,,,,False,False,,True
Aidan Lynch,[],,human,male,,,,True,,,,,,,,False,False,,True
Hassan Mostafa,[],,human,male,,,,True,,,,,,,,False,False,,True
Dennis Creevey,[],,human,male,,,,True,muggleborn,,brown,,,,,True,False,,True
Aurora Sinistra,['Professor Sinistra'],,human,female,,,,True,,,,,,,,False,True,,True
Stewart Ackerley,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Malcolm Baddock,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Eleanor Branstone,[],,human,female,Hufflepuff,,,True,,,,,,,,True,False,,True
Owen Cauldwell,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Emma Dobbs,[],,human,female,,,,True,,,,,,,,True,False,,True
Laura Madley,[],,human,female,Hufflepuff,,,True,,,,,,,,True,False,,True
Natalie McDonald,[],,human,female,Gryffindor,,,True,,,,,,,,True,False,,True
Graham Pritchard,[],,human,male,Slytherin,,,True,,,,,,,,True,False,,True
Orla Quirke,[],,human,female,Ravenclaw,,,True,,,,,,,,True,False,,True
Kevin Whitby,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Eloise Midgen,[],Samantha Clinch,human,female,Gryffindor,,,True,,,,,,,,True,False,Samantha Clinch,True
Alastor Moody,"['Professor Moody', 'Mad-Eye']",Brendan Gleeson,human,male,,,,True,pure-blood,dark,grey,,,,,False,True,Brendan Gleeson,False
Madame Maxime,['Olympe Maxime'],Frances de la Tour,half-giant,female,,,,True,,,,,,,,False,False,Frances de la Tour,True
Igor Karkaroff,[],Predrag Bjelac,human,male,,,,True,,blue,silver,,,,,False,False,Predrag Bjelac,False
Poliakoff,[],,human,male,,,,True,,,,,,,,False,False,,True
Fawcett,[],Alex Argenti,human,female,Ravenclaw,,,True,,,,,,,,True,False,Alex Argenti,True
Summers,[],,human,male,Hufflepuff,,,True,,,,,,,,True,False,,True
Fleur Delacour,[],Clémence Poésy,human,female,,,,True,,blue,blonde,,,,,False,False,Clémence Poésy,True
Gregorovic,['Mykew Gregorovitch'],Rade Šerbedžija,human,male,,,,True,,,white,,,,,False,False,Rade Šerbedžija,False
Rita Skeeter,[],Miranda Richardson,human,female,,,,True,,,blonde,,,,,False,False,Miranda Richardson,True
Stebbins,[],,human,male,Ravenclaw,,,True,,,,,,,,True,False,,True
Wilhelmina Grubbly-Plank,['Professor Grubbly-Plank'],Apple Brook,human,female,,,,True,,,grey,,,,,False,True,Apple Brook,True
Bozo,[],Peter O'Farrell,human,male,,,,True,,,,,,,,False,False,Peter O'Farrell,True
Evan Rosier,[],,human,male,Slytherin,,,True,,,,,,,,False,False,,False
Wilkes,[],,human,male,Slytherin,,,True,,,,,,,,False,False,,False
Avery,[],Richard Rosson,human,male,Slytherin,,,True,,,,,,,,False,False,Richard Rosson,True
Antonin Dolohov,[],Arben Bajraktaraj,human,male,,,,True,,,dark,,,,,False,False,Arben Bajraktaraj,True
Travers,[],Tav MacDougall,human,male,,,,True,,,grey,,,,,False,False,Tav MacDougall,True
Marlene McKinnon,[],,human,female,,,,True,,,,,,,,False,False,,False
Mulciber,[],,human,male,Slytherin,,,True,,,,,,,,False,False,,True
Augustus Rookwood,[],Richard Trinder,human,male,,,,True,,,,,,,,False,False,Richard Trinder,True
Frank Longbottom,[],James Payton,human,male,,,,True,pure-blood,,,,,,,False,False,James Payton,True
Alice Longbottom,[],Lisa Wood,human,female,,,,True,pure-blood,,white,,,,,False,False,Lisa Wood,True
Augusta Longbottom,[],Leila Hoffman,human,female,,,,True,pure-blood,,,,,,,False,False,Leila Hoffman,True
Violet,[],,human,female,,,,True,,,,,,,,False,False,,False
Apollyon Pringle,[],,human,male,,,,True,,,,,,,,False,False,,True
Ogg,[],,human,male,,,,True,,,,,,,,False,False,,True
Mafalda Hopkirk,[],Jessica Hynes,human,female,,,,True,,hazel,grey,,,,,False,False,Jessica Hynes,True
Nymphadora Tonks,"['Dora', 'Nymphadora Lupin']",Natalia Tena,human,female,Hufflepuff,,,True,,,brown,,,,,False,False,Natalia Tena,False
Elphias Doge,[],Peter Cartwright,human,male,,,,True,pure-blood,blue,silver,,,,,False,False,Peter Cartwright,True
Dedalus Diggle,[],David Brett,human,male,,,,True,,,,,,,,False,False,David Brett,True
Sturgis Podmore,[],,human,male,,,,True,,,blond,,,,,False,False,,True
Hestia Jones,[],,human,female,,,,True,,,black,,,,,False,False,,True
Ragnok,[],,goblin,male,,,,False,,,,,,,,False,False,,True
Alphard Black,[],,human,male,Slytherin,,,True,pure-blood,,,,,,,False,False,,False
Regulus Black,['Regulus Arcturus Black'],Tom Moorcroft,human,male,Slytherin,,,True,pure-blood,,black,,,,,False,False,Tom Moorcroft,False
Phineas Nigelus Black,['Professor Phineas Nigellus Black'],John Atterbury,human,male,Slytherin,,,True,pure-blood,,,,,,,False,False,John Atterbury,False
Araminta Meliflua Black,[],,human,female,Slytherin,,,True,,,,,,,,False,False,,False
Elladora Black,[],,human,female,,,,True,pure-blood,,,,,,,False,False,,False
Mrs Black,['Walburga Black'],,human,female,,,,True,pure-blood,brown,brown,,,,,False,False,,False
Andromeda Tonks,[],,human,female,Slytherin,,,True,pure-blood,,brown,,,,,False,False,,True
